,0
2020-12-18,0.0
2020-12-21,0.0
2020-12-22,0.0
2020-12-23,0.0
2020-12-24,0.0
2020-12-25,0.0
2020-12-28,0.0
2020-12-29,0.0
2020-12-30,0.0
2020-12-31,-0.0003500000000000725
2021-01-01,-0.00015603084364934627
2021-01-04,0.00255872173957461
2021-01-05,0.002727171722745947
2021-01-06,0.005296592310485737
2021-01-07,-0.00566794919127489
2021-01-08,-0.004642532371959551
2021-01-11,-0.005738282463643163
2021-01-12,0.005221554082889268
2021-01-13,0.00152793191844669
2021-01-14,-0.005511277695823269
2021-01-15,0.004533365262923583
2021-01-18,0.001262144261911402
2021-01-19,-0.0011550389241469228
2021-01-20,0.004219073388510353
2021-01-21,0.0004719154928247704
2021-01-22,-0.0020309597408445512
2021-01-25,-0.0022107475181700753
2021-01-26,-0.006044420982976528
2021-01-27,-0.008446240965805152
2021-01-28,0.0026762994224422965
2021-01-29,-1.811855952515984e-05
2021-02-01,0.0025299416795367957
2021-02-02,-0.00637448754775094
2021-02-03,0.0035558445948247197
2021-02-04,-0.007640932663262712
2021-02-05,-0.0011306937875025236
2021-02-08,0.003508017372575001
2021-02-09,-0.003097788976238136
2021-02-10,0.00047400766212968293
2021-02-11,-0.0007556547691094373
2021-02-12,0.00025003955557312274
2021-02-15,0.0026368305414146143
2021-02-16,-0.004047875800014089
2021-02-17,-0.003704396717109315
2021-02-18,0.001909536593443173
2021-02-19,0.0028034725239765024
2021-02-22,0.002279392903389077
2021-02-23,-0.0024670766289205392
2021-02-24,-0.002844425056808153
2021-02-25,0.0038656327661676926
2021-02-26,-1.683123774187667e-05
2021-03-01,0.0016535127203953781
2021-03-02,-0.00010207934727823886
2021-03-03,0.0024293332484279784
2021-03-04,0.004738779225679446
2021-03-05,-0.00336181863549323
2021-03-08,0.0012084281995377033
2021-03-09,-0.005247673056789415
2021-03-10,0.0027642105644440917
2021-03-11,0.002177709005975359
2021-03-12,-0.001647604429736993
2021-03-15,0.002955941185750488
2021-03-16,0.0062326458686075
2021-03-17,-0.0024993053434528845
2021-03-18,0.00015070088591850883
2021-03-19,0.0007282367025220893
2021-03-22,-0.0035047853758704006
2021-03-23,-0.006704853125852561
2021-03-24,-0.0026617522506766633
2021-03-25,0.0004920059277446764
2021-03-26,0.0004828793027771283
2021-03-29,0.005172725571937153
2021-03-30,-0.0005370027190869653
2021-03-31,-1.5359934257830332e-05
2021-04-01,-0.006019580264869595
2021-04-02,0.003960666814241565
2021-04-05,0.0027182976342416953
2021-04-06,0.0015840514503198122
2021-04-07,0.0010290140466238107
2021-04-08,-0.004325622634943294
2021-04-09,0.0029220986372184843
2021-04-12,0.00035145222230092976
2021-04-13,0.0016235644042568165
2021-04-14,0.008127072622135856
2021-04-15,-0.0009340480008782626
2021-04-16,0.0015145514381642577
2021-04-19,0.0009943533850875763
2021-04-20,-0.0018051862514917305
2021-04-21,0.0008618462712695063
2021-04-22,-0.0009859611887068631
2021-04-23,0.002251083088987249
2021-04-26,0.0031007020086344372
2021-04-27,-0.004176053373355693
2021-04-28,-0.0006875725157305945
2021-04-29,0.0021092670415507886
2021-04-30,-1.6773059333119456e-05
2021-05-03,0.005072167748368717
2021-05-04,0.003059274702199355
2021-05-05,-0.00139302403488073
2021-05-06,-0.0007599732088506839
2021-05-07,0.005133884251062426
2021-05-10,0.0002703052545045548
2021-05-11,-0.0007121177583472305
2021-05-12,-0.0024325529728586037
2021-05-13,-0.00288635610119381
2021-05-14,-0.002525904718684413
2021-05-17,-2.818780549695976e-05
2021-05-18,-0.004250851531833799
2021-05-19,-0.002172503274186277
2021-05-20,-0.004277942836341642
2021-05-21,-0.0012099310972127908
2021-05-24,0.00015038064954131514
2021-05-25,0.0008154073662087757
2021-05-26,0.0014959779698942022
2021-05-27,-0.0005238344215264812
2021-05-28,-0.003033155426389711
2021-05-31,-1.7587788386785874e-05
2021-06-01,0.006473382003258754
2021-06-02,3.153299256597464e-06
2021-06-03,-0.004936048509414315
2021-06-04,0.0037937850853375643
2021-06-07,0.00020571351962161977
2021-06-08,-0.00048137376956347566
2021-06-09,0.002460342101425317
2021-06-10,0.0019426493465521943
2021-06-11,-0.0020861333702503204
2021-06-14,0.0008305316659287243
2021-06-15,-0.0017636265642908544
2021-06-16,0.0011169087062583571
2021-06-17,-0.005264586857594122
2021-06-18,-0.003364297315235798
2021-06-21,-0.001857082403186494
2021-06-22,-0.000498045989473006
2021-06-23,0.00168716493345622
2021-06-24,0.003171838268253069
2021-06-25,-0.002283065053890976
2021-06-28,7.863521566187082e-05
2021-06-29,-0.005905273348464468
2021-06-30,-1.6530316570784187e-05
2021-07-01,-0.004362249632189341
2021-07-02,-0.007039108949728257
2021-07-05,-0.003977619088774809
2021-07-06,-0.0005996727535479973
2021-07-07,0.004039720095691646
2021-07-08,-0.001493035527949993
2021-07-09,0.006037471070567735
2021-07-12,0.008009942154925342
2021-07-13,-7.130028398538713e-05
2021-07-14,-0.00020303398130516737
2021-07-15,0.0008492832425002206
2021-07-16,0.0031091169624628545
2021-07-19,0.009496360026655548
2021-07-20,0.0044465391775285745
2021-07-21,-0.000898192948775911
2021-07-22,-0.0029570232338747005
2021-07-23,0.00016270692886943827
2021-07-26,0.001389317646202981
2021-07-27,-0.0006015857539433123
2021-07-28,-0.0019168551811538093
2021-07-29,0.0004352613658800131
2021-07-30,-1.5833504066753434e-05
2021-08-02,0.00032954310158639366
2021-08-03,0.00173577222932364
2021-08-04,-0.0034086383601699133
2021-08-05,0.0036512562259258807
2021-08-06,0.002542409845840199
2021-08-09,0.0010969034001193645
2021-08-10,-0.0014177816305804836
2021-08-11,0.0019375801403780368
2021-08-12,0.004507902106199779
2021-08-13,-0.001467632365887983
2021-08-16,-0.005904035049353218
2021-08-17,0.003129845227953787
2021-08-18,0.004222594590908235
2021-08-19,-0.003691992303412883
2021-08-20,0.0004960753260936368
2021-08-23,-0.0052806300187028254
2021-08-24,-0.006567521562560907
2021-08-25,-0.006032903684269231
2021-08-26,-0.0037347545978002605
2021-08-27,0.0015721139898241532
2021-08-30,0.0038150548846329624
2021-08-31,-1.6416998733115307e-05
2021-09-01,0.0012925301878401463
2021-09-02,-0.003611761756651455
2021-09-03,0.008166877483661183
2021-09-06,-0.0015396819005585316
2021-09-07,-0.0012403987004279138
2021-09-08,0.0018824157299524025
2021-09-09,-0.0009162498535647545
2021-09-10,-0.0056574598432593826
2021-09-13,0.0036408266261274136
2021-09-14,-0.0011454475023607857
2021-09-15,-0.004613622586883137
2021-09-16,-0.003466056395864947
2021-09-17,0.006898681659850192
2021-09-20,0.0012504418409391427
2021-09-21,-0.005373490335943254
2021-09-22,-5.413035861312476e-05
2021-09-23,0.0017596711782763563
2021-09-24,2.7732021967707965e-06
2021-09-27,-0.001185368504358908
2021-09-28,-0.002059266103112245
2021-09-29,-0.0058340656827295945
2021-09-30,-2.0472755689726618e-05
2021-10-01,0.0037306790751032715
2021-10-04,-0.0049302073020306425
2021-10-05,-0.00232471025507619
2021-10-06,-0.0011631826655444932
2021-10-07,-0.004757987080769244
2021-10-08,0.002159076828233353
2021-10-11,0.001599219949122599
2021-10-12,0.006246128218861724
2021-10-13,-0.0007698015719049822
2021-10-14,0.002977014771770481
2021-10-15,0.007768434998666418
2021-10-18,-0.000788690772548506
2021-10-19,-0.006797498385467504
2021-10-20,0.004866955432954345
2021-10-21,0.004676710874681023
2021-10-22,-0.0003802903880061326
