,ASSET_1,ASSET_2,ASSET_3,ASSET_4,ASSET_5,ASSET_6,ASSET_7,ASSET_8,ASSET_9,ASSET_10,ASSET_11,ASSET_12,ASSET_13,ASSET_14,ASSET_15,CASH
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-31,0.06669000816952601,0.06669000816952601,0.06669000816952601,0.06669000816952601,0.06669000816952601,0.06669000816952601,0.06669000816952601,0.06669000816952601,0.06669000816952601,0.06669000816952601,0.06669000816952601,0.06669000816952601,0.06669000816952601,0.06669000816952601,0.06669000816952601,-0.0003501225428899004
2021-01-01,0.0671368887256569,0.06774738661977392,0.06735669715600988,0.06730160911455797,0.0667699018236097,0.06705524632495763,0.06785001125889427,0.0654668901168672,0.06638268698004796,0.06593072686107627,0.06714220987180457,0.06811901674554022,0.06603758909792665,0.06383281059834141,0.06622050588626642,-0.00035017718133093027
2021-01-04,0.06755684346472854,0.06795761264394402,0.06751258986340603,0.0669332075072249,0.06558538368533219,0.06734883029775156,0.0669396232262608,0.06734718269173232,0.06680232574192835,0.06519951903449164,0.06633987414424998,0.06787327242285586,0.06562768359365512,0.06500182519461219,0.06632350994996951,-0.00034928346214307086
2021-01-05,0.06692070463993154,0.06908525002672973,0.06738199927890691,0.06735893850340857,0.0649440916636811,0.06750126172192476,0.06706251716823261,0.06539179592188779,0.06864252245462844,0.06635442468602107,0.06576565833909684,0.06646426354875232,0.06588362331903198,0.06496420325673817,0.06662707896790822,-0.00034833349688029373
2021-01-06,0.06670183242951117,0.0690890553517474,0.06809167711747686,0.06745979473344822,0.06379825276789258,0.06834170798326598,0.06821112282558785,0.0679791445030473,0.0671708143711629,0.0662836220560034,0.06324430175712716,0.06676489265144211,0.0649413359011631,0.06692365680070349,0.06534528698740305,-0.0003464982369826943
2021-01-07,0.0660246446662437,0.06916712698699509,0.06703638865271676,0.06844824949179928,0.06257220445237151,0.06877973372322618,0.06670114248316436,0.06808340226171362,0.06923086402138198,0.06706489406518783,0.06274580076787874,0.06714437493513926,0.06536734101172603,0.06792298473152725,0.06405932111524593,-0.0003484733663174944
2021-01-08,0.06671716887436292,0.06760290595763668,0.06690812375861976,0.06840173263078299,0.06336734177465586,0.06914409267991807,0.06576549704229981,0.06747315577901615,0.06978853385512122,0.0673255542544203,0.06247747523358953,0.06694466206373742,0.0665098854691107,0.067634696553948,0.06428927278369685,-0.00035009871091630463
2021-01-11,0.06849139644790637,0.06702847384959555,0.06596569181420783,0.06943454537608833,0.06322746909795028,0.06928299857444775,0.06547195475761779,0.06763960820853904,0.07188721984230172,0.06858799398042585,0.0637459776771983,0.06575639745232463,0.0655784558155961,0.06454417124209648,0.06370976513445671,-0.0003521192707527761
2021-01-12,0.06876508729662077,0.06704439675988713,0.0654828000701631,0.06907577712808256,0.06239223683221359,0.06912753338365822,0.06582922333679937,0.06577385476647658,0.07186240211494481,0.06925029548993217,0.06301900962369338,0.06622161866592689,0.0684952082637398,0.06412320938296064,0.0638876370963701,-0.0003502902114688846
2021-01-13,0.06819496728310634,0.06708013186540078,0.06572456226370767,0.0691441351012859,0.061544730663636735,0.069228205189697,0.06705035513902585,0.06611717668360832,0.07280820443852616,0.0689216038128754,0.06371752704944315,0.06646589947034708,0.06728631366123569,0.06443331384245325,0.06263262934405618,-0.00034975580840555966
2021-01-14,0.06817642064090204,0.0675964627707278,0.0663177961915907,0.0685983153612573,0.06269752652086345,0.07014615617709673,0.06680539902240067,0.0650610774089342,0.07308529730476057,0.06885522257909574,0.06421893362779944,0.06645884605404177,0.06531217170903791,0.06436860206562293,0.06265346665808035,-0.0003516940922117189
2021-01-15,0.06828857926396666,0.06683100854484193,0.0672321340260642,0.06681024768878747,0.06342825230978741,0.06965247145464697,0.06730008309375318,0.06486642138059881,0.07401748506306728,0.06816339761776602,0.06282224321087805,0.06777842519449497,0.06492296345229222,0.06437315493301027,0.06386323969566335,-0.0003501069296186767
2021-01-18,0.06755098343254631,0.06716430128921462,0.06673676717001785,0.06664375300852597,0.0634236756494732,0.06825000976157357,0.0665333604154749,0.06605096597872064,0.07492835873443938,0.06804215044105327,0.06302038231958931,0.06739143685846538,0.06641963960035853,0.06409372042744307,0.06410016051429053,-0.00034966560118655137
2021-01-19,0.06837486941058836,0.06672801184812319,0.06795568607258258,0.0655680860871829,0.0647739474186363,0.06802562163590195,0.06641661884070968,0.0643821424358537,0.07454031678578116,0.06705215545488025,0.06250263606641082,0.06734746965206995,0.0676499070084211,0.06444697385431093,0.06458562737414701,-0.00035006994559989325
2021-01-20,0.06739629083125741,0.06587023143896602,0.06900189636893095,0.06476033384284773,0.0658197640827112,0.06755172032624937,0.06616399257074201,0.06510972966915458,0.07566054724422266,0.06668586868218644,0.06187860743986115,0.06703545612062639,0.06780148468880916,0.06525497178047783,0.06435770409303317,-0.00034859918007597816
2021-01-21,0.06777180905499285,0.06694615361404398,0.06927094188816578,0.064979600275312,0.0645952284146902,0.06526497656348675,0.06650385852097516,0.0650173762142711,0.0750789505125854,0.0669366259396135,0.06181870599693972,0.06831307130329316,0.06790840713884469,0.06437337424514303,0.06556935506596256,-0.0003484347483200075
2021-01-22,0.06778387502723064,0.06745520166034256,0.06907176514539767,0.06464481757912312,0.06481305306575286,0.06543079971979812,0.06709538115562576,0.06492747546877548,0.07321235692774362,0.06665265904652115,0.06277088419634576,0.06814354381276506,0.06778904564506404,0.0657004148193404,0.06485787057558744,-0.0003491438454138066
2021-01-25,0.06695718817309966,0.06751004713355711,0.06888051517385095,0.06408813015486015,0.06483850899025781,0.06601139783026341,0.06726038757169588,0.06538028218105967,0.07538149197532217,0.06647507490722433,0.06322392594864308,0.06774257188205572,0.06696678238006055,0.06518146292438431,0.06445215019815677,-0.0003499174244915658
2021-01-26,0.06760655107493407,0.06955128732958166,0.06878120781325556,0.06418791233054687,0.06520311729779708,0.06677250209843709,0.06793508564519149,0.06700115374803457,0.07313974455951831,0.06443153258206792,0.06312811954767059,0.06945119396123904,0.06555923328992203,0.06202076610170021,0.06558263795480303,-0.00035204533469958293
2021-01-27,0.0683529440706529,0.06938544478308294,0.06864653267935207,0.06403273841332398,0.06586733830311754,0.06682332042651944,0.06899594995453845,0.06486470223244666,0.07285563671256647,0.06387396271527926,0.0634321731436075,0.06944263070322282,0.06707898993387337,0.06046516487319286,0.06623751517813894,-0.00035504412291521777
2021-01-28,0.0685436780774469,0.07051667822800323,0.0681245834505413,0.06411767207636732,0.06427238865935797,0.06462336244880876,0.06962183195156467,0.06471214115637705,0.07396358440545452,0.06237420073097152,0.06382612257059773,0.07147652591245998,0.06742870207195172,0.06064190427024568,0.06611072044462939,-0.0003540964547778071
2021-01-29,0.06666787459252088,0.06666787459252088,0.06666787459252088,0.06666787459252088,0.06666787459252088,0.06666787459252088,0.06666787459252088,0.06666787459252088,0.06666787459252088,0.06666787459252088,0.06666787459252088,0.06666787459252088,0.06666787459252088,0.06666787459252088,0.06666787459252088,-1.8118887813257446e-05
2021-02-01,0.06554319116836026,0.06662532439207808,0.06809376913002439,0.06689463787759044,0.06647390012560876,0.06743928214239628,0.06671324702878197,0.06672351831300384,0.06545000814623766,0.0667711965668711,0.06764705009014535,0.0655954376221406,0.06819777575997425,0.06642619939602096,0.06542353540452896,-1.8073163762972405e-05
