,0
2020-12-18,0.0
2020-12-21,0.0
2020-12-22,0.0
2020-12-23,0.0
2020-12-24,0.0
2020-12-25,0.0
2020-12-28,0.0
2020-12-29,0.0
2020-12-30,0.0
2020-12-31,-0.00034999999999985043
2021-01-01,-0.0034000223591056367
2021-01-04,0.0012430340940985385
2021-01-05,-0.0023674311064432185
2021-01-06,-0.002425701490685328
2021-01-07,-0.007079561840343307
2021-01-08,-0.006098265437064376
2021-01-11,-0.014478750423156606
2021-01-12,0.004521160807247515
2021-01-13,0.0010797547057370682
2021-01-14,-0.0038072939423530183
2021-01-15,0.007830142331461731
2021-01-18,0.0004451342004632153
2021-01-19,-0.0018027958682766965
2021-01-20,0.001560821705814508
2021-01-21,0.007463135375970653
2021-01-22,0.001728780192225221
2021-01-25,-0.005119795161913299
2021-01-26,-0.007035344002213839
2021-01-27,-0.009902732701720152
2021-01-28,0.010209794138521744
2021-01-29,-2.0399687915562126e-05
2021-02-01,-0.0027734481274372946
2021-02-02,-0.013493471450926942
2021-02-03,0.005958416338971428
2021-02-04,-0.011228378168504749
2021-02-05,-0.0013444091997366625
2021-02-08,0.0009684562747913628
2021-02-09,-0.006022845299361368
2021-02-10,0.0010056074983217922
2021-02-11,-0.00691536048899688
2021-02-12,0.008282874211842373
2021-02-15,0.00930185110980375
2021-02-16,-0.0008228145119547614
2021-02-17,0.008184364661014243
2021-02-18,0.004564894930491503
2021-02-19,-0.00021269948555424634
2021-02-22,-0.0006211334350361142
2021-02-23,-0.007008244883779713
2021-02-24,-0.004922287279851001
2021-02-25,-0.0006779758158830251
2021-02-26,-2.3297180170800402e-05
2021-03-01,-0.0038510846995576387
2021-03-02,-0.008409032929549864
2021-03-03,0.002975528173290165
2021-03-04,0.004687587485634026
2021-03-05,0.003688874982602952
2021-03-08,-0.007705700236393276
2021-03-09,-0.0046996193082232685
2021-03-10,0.005850300329815816
2021-03-11,0.004332746999933246
2021-03-12,0.0014785660777876242
2021-03-15,0.009728334491785784
2021-03-16,0.00569767102369223
2021-03-17,-0.00017007900951804267
2021-03-18,0.0005431727346334458
2021-03-19,0.0019023227354550976
2021-03-22,0.007524249689968565
2021-03-23,-0.006157915548617665
2021-03-24,-0.006034081776238653
2021-03-25,-0.00023579570327336707
2021-03-26,0.0014636282958628843
2021-03-29,0.015228466580972988
2021-03-30,0.016724536828747638
2021-03-31,-1.7147204276146688e-05
2021-04-01,-0.002990436794539031
2021-04-02,0.014524683142549621
2021-04-05,-0.0028122332246932613
2021-04-06,0.004603417058315129
2021-04-07,-0.006211356935755918
2021-04-08,-0.010409751596737626
2021-04-09,-0.0032087157734529415
2021-04-12,-0.002449552974010616
2021-04-13,0.00208257507597831
2021-04-14,0.027112831642829516
2021-04-15,-0.0017869269171416624
2021-04-16,0.0020459602647917574
2021-04-19,-0.00026916054475922824
2021-04-20,0.0005408229155345889
2021-04-21,0.004487614420409791
2021-04-22,-0.001487112399455981
2021-04-23,0.0026086099677482544
2021-04-26,-0.005806811926525213
2021-04-27,-0.006271663888209544
2021-04-28,-0.002214199154317198
2021-04-29,0.011908982793775946
2021-04-30,-2.3750557275659112e-05
2021-05-03,0.011703294502395156
2021-05-04,0.0036926382129320867
2021-05-05,0.011694770073010563
2021-05-06,-0.004829415783842217
2021-05-07,0.013171176768724147
2021-05-10,-0.002594186640010321
2021-05-11,-0.0010236981758300345
2021-05-12,-0.0022389730711659395
2021-05-13,0.00581499720930867
2021-05-14,0.004696725204540453
2021-05-17,0.004155614412524544
2021-05-18,-0.001556390243051764
2021-05-19,-0.0030762036950170435
2021-05-20,-0.004038567838533846
2021-05-21,-0.0028793532804585187
2021-05-24,0.001105723635401068
2021-05-25,0.0064895570536498415
2021-05-26,-0.0026070022190149977
2021-05-27,0.0014352723340584905
2021-05-28,-0.01331945476441132
2021-05-31,-2.61694780973043e-05
2021-06-01,0.006247085105239858
2021-06-02,-0.00014821690308675084
2021-06-03,-0.015527334114544211
2021-06-04,0.00570735091866692
2021-06-07,-0.0004842449730212417
2021-06-08,0.0012774761674765323
2021-06-09,0.010724193092996881
2021-06-10,0.0008695358406112241
2021-06-11,-0.0020266258139658433
2021-06-14,-0.0076285880717470445
2021-06-15,0.005486751315556093
2021-06-16,0.0021976488773765013
2021-06-17,-0.013400086957733648
2021-06-18,-0.015880745782528738
2021-06-21,0.0011667995543991339
2021-06-22,0.003312505439693414
2021-06-23,-0.003058954855248208
2021-06-24,0.01153047621209291
2021-06-25,-0.008634330421061098
2021-06-28,0.004394638933483241
2021-06-29,0.005120995994194022
2021-06-30,-2.0410518365543417e-05
2021-07-01,-0.009921991730979407
2021-07-02,-0.0008338208368220412
2021-07-05,-0.0017863073614141634
2021-07-06,-0.0028100649413761447
2021-07-07,0.023511463285677214
2021-07-08,0.004344046691009629
2021-07-09,0.004810822041656282
2021-07-12,0.012413130411755402
2021-07-13,0.003533453380866858
2021-07-14,0.006977985184982494
2021-07-15,-0.003980844035343267
2021-07-16,0.01004301889937187
2021-07-19,0.018371851254870952
2021-07-20,0.00433609347325703
2021-07-21,-0.001534080110615399
2021-07-22,-0.004492389428780608
2021-07-23,0.00014425458116118506
2021-07-26,-0.005804647521563955
2021-07-27,-0.003388055537062118
2021-07-28,0.004769881517045604
2021-07-29,0.008352994332706976
2021-07-30,-1.2724322415058609e-05
2021-08-02,0.0006070076389124157
2021-08-03,0.015545550306633071
2021-08-04,0.0007290806913462511
2021-08-05,-0.002796011802385534
2021-08-06,0.00607960245895911
2021-08-09,0.00266687950183897
2021-08-10,-0.005571916409962796
2021-08-11,0.011482613919929774
2021-08-12,-0.002842140049509223
2021-08-13,-0.004227034129925089
2021-08-16,-0.007943115385776078
2021-08-17,0.0017992820821195465
2021-08-18,0.012295988477210473
2021-08-19,0.0008731052109391957
2021-08-20,-0.0063866424557254
2021-08-23,-0.017436290446778746
2021-08-24,-0.011881803642369237
2021-08-25,-0.009335925811604806
2021-08-26,0.005352950767223641
2021-08-27,-0.003327701471671829
2021-08-30,0.007552878271607666
2021-08-31,-1.598882180087191e-05
2021-09-01,-0.007281842630862623
2021-09-02,0.002288117391752831
2021-09-03,0.01609354757883108
2021-09-06,0.0002644778829559158
2021-09-07,0.003973666478320759
2021-09-08,0.0178856039855686
2021-09-09,-0.006867903784880114
2021-09-10,-0.0028795743446802247
2021-09-13,0.00250803194212601
2021-09-14,0.004152288984903496
2021-09-15,-0.009683999108722974
2021-09-16,-0.0014227333358054484
2021-09-17,0.0138673397282838
2021-09-20,0.006632884333962252
2021-09-21,-0.010905700859447087
2021-09-22,-0.002028261154295774
2021-09-23,0.008227567480910247
2021-09-24,-0.003744552923134692
2021-09-27,-0.011957531327111415
2021-09-28,0.021459809649462036
2021-09-29,-0.0032695145791591385
2021-09-30,-2.0391813972731043e-05
2021-10-01,0.0017147657815661521
2021-10-04,-0.0007491755614670303
2021-10-05,-0.0121355837611401
2021-10-06,0.004837720538706458
2021-10-07,-0.012035283032425292
2021-10-08,-0.0029169949889084057
2021-10-11,0.002554362953300471
2021-10-12,0.007036729367646544
2021-10-13,-0.009555281451472109
2021-10-14,-0.0017310736859507125
2021-10-15,0.006576019727774884
2021-10-18,-0.0032142980821361355
2021-10-19,-0.010513280790724333
2021-10-20,0.011101707949161321
2021-10-21,0.010871140515259503
2021-10-22,0.01424200626503036
2021-10-25,-0.015755754375483377
2021-10-26,0.002010823442592846
2021-10-27,0.0035601789379469118
