,ASSET_1,ASSET_2,ASSET_3,ASSET_4,ASSET_5,ASSET_6,ASSET_7,ASSET_8,ASSET_9,ASSET_10,ASSET_11,ASSET_12,ASSET_13,ASSET_14,ASSET_15,CASH
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-31,1.361037069948949e-12,2.241758258626589e-12,5.419983144605833e-12,3.7877579055717735e-12,4.250231450475233e-12,8.912023519852995e-12,0.0020021366158345317,1.8558394464608096e-12,0.0,0.08087846406494725,0.2500875306267886,0.25008753062948347,1.1465184457549224e-12,0.18085701721905872,0.23643744335780223,-0.0003501225428899004
2021-01-01,1.3746171340380533e-12,2.284714367837803e-12,5.491984551631499e-12,3.834937133087344e-12,4.269174492636558e-12,8.989999630155468e-12,0.0020435921227444803,1.8277327774422353e-12,0.0,0.08021791070591516,0.25260285641135616,0.25627780555474,1.1389976907638976e-12,0.1736720452325598,0.23553710697211475,-0.0003513170286424192
2021-01-04,1.3850332609890285e-12,2.294815589725453e-12,5.511928861987681e-12,3.818956839645794e-12,4.198948458272078e-12,9.041225076351239e-12,0.00201882126821549,1.8826983147651633e-12,0.0,0.07943249181788534,0.2499122710561751,0.25568881271179444,1.133415170822541e-12,0.17708501595901946,0.23621346802939897,-0.00035088087175585964
2021-01-05,1.3789976420365692e-12,2.3448074018942215e-12,5.529360337443514e-12,3.8628737307488445e-12,4.179124331740074e-12,9.10796344645893e-12,0.002032856033437184,1.8373704645240356e-12,0.0,0.08125233445174679,0.24901429242260298,0.2516594827322091,1.1436459229879199e-12,0.1778863175305477,0.2385064303293777,-0.0003517135293056949
2021-01-06,1.385127469954736e-12,2.363088878755992e-12,5.630850414712791e-12,3.8986051482729415e-12,4.1371702097667795e-12,9.292748332029832e-12,0.0020836795530019938,1.9248554437577374e-12,0.0,0.08179394417152294,0.2413211930665363,0.2547547067821516,1.1360155804075461e-12,0.1846702982668187,0.23572874688606238,-0.0003525687558623593
2021-01-07,1.3730142293994708e-12,2.369122550121658e-12,5.5514643804279664e-12,3.9613532385034764e-12,4.0634324808665265e-12,9.36560475024351e-12,0.0020404501661883878,1.9305482626318354e-12,0.0,0.08287568852931566,0.23975944024093868,0.25656693440736883,1.1450933090163723e-12,0.18769432304955538,0.23141824616185463,-0.00035508258498116236
2021-01-08,1.3894477023096767e-12,2.3189361197576245e-12,5.548957896014923e-12,3.964459248129286e-12,4.121095813174764e-12,9.429008953559127e-12,0.002014774553270987,1.9160465966643875e-12,0.0,0.08331965721768221,0.23908380082209246,0.256178473782443,1.166814690255849e-12,0.18717142719555946,0.2325891276580657,-0.0003572612589687335
2021-01-11,1.4390482050171996e-12,2.319623375703504e-12,5.519318094865426e-12,4.0600106862875335e-12,4.148468012142124e-12,9.531743935753473e-12,0.002023570702055589,1.937808479581719e-12,0.0,0.0856348148875629,0.2461014608859679,0.2538630054077642,1.1606775903013563e-12,0.180202893371309,0.23253676466528533,-0.00036250995006158616
2021-01-12,1.4458059981826442e-12,2.321792133073242e-12,5.482734895725975e-12,4.04184879276064e-12,4.0965211925214285e-12,9.516986517477144e-12,0.0020360315757075795,1.885670322619842e-12,0.0,0.08652200909030325,0.2434645205271242,0.2558373216824092,1.2131466582242336e-12,0.179152422140603,0.23334857331480813,-0.00036087836095983084
2021-01-13,1.4344609706905129e-12,2.324069669596619e-12,5.505440776295592e-12,4.047659941912441e-12,4.0426850920217465e-12,9.53511319573797e-12,0.0020747283798553313,1.8963616264440097e-12,0.0,0.08614988994786606,0.24627334386705887,0.25689602333701345,1.192268963882267e-12,0.1800994094690197,0.22886709409034334,-0.0003604891211349184
2021-01-14,1.431617874942888e-12,2.3379526470375363e-12,5.545631188429136e-12,4.008839099294243e-12,4.1113642033567554e-12,9.64502069070368e-12,0.0020636128921530665,1.8628788597128452e-12,0.0,0.08591969831801835,0.24778675594040162,0.2564293882999394,1.1553089370707886e-12,0.17961078177012402,0.22855162960388334,-0.00036186685461844553
2021-01-15,1.4292823027787956e-12,2.303916729995499e-12,5.603699232944386e-12,3.891573882762844e-12,4.145675554251106e-12,9.54581118633588e-12,0.0020720932387767637,1.8512297692730448e-12,0.0,0.08477818407380877,0.24160474706979393,0.2606654655917448,1.1446675374347012e-12,0.17903590808169065,0.23220265731400275,-0.0003590553997336511
2021-01-18,1.4149990079061618e-12,2.317297455759096e-12,5.56695365977464e-12,3.88504599479006e-12,4.148761730703714e-12,9.361243609156931e-12,0.00205015960659003,1.886575022651203e-12,0.0,0.08469649363181454,0.2425646877796416,0.2593888237280652,1.1720120214321482e-12,0.17840431362028006,0.23325441724686427,-0.0003588956430085508
2021-01-19,1.4331864818889632e-12,2.3037386199815013e-12,5.67231024740452e-12,3.824819628649664e-12,4.239837231695756e-12,9.336521086119704e-12,0.002047890399783343,1.840102711686325e-12,0.0,0.08351834457914026,0.240728002278277,0.25938780903237785,1.1944954215292376e-12,0.17950400088349225,0.2351734966242188,-0.0003595438271345734
2021-01-20,1.416424163396814e-12,2.2801601166322675e-12,5.774924885285448e-12,3.787726997205871e-12,4.319726783265521e-12,9.296085614222671e-12,0.002045515570350339,1.8658368709826066e-12,0.0,0.08328256361387323,0.23895710440882,0.25887134746932094,1.200349255543301e-12,0.18223691187120813,0.234965540554354,-0.0003589835178678556
2021-01-21,1.4144322440809112e-12,2.301322712321086e-12,5.757210971534283e-12,3.774177874311694e-12,4.209942211549509e-12,8.919071098891904e-12,0.002041755186182502,1.8502608372391828e-12,0.0,0.08301562231343122,0.23706916168435996,0.2619744668698152,1.1938993220743106e-12,0.17852734797272002,0.23772797016603261,-0.0003563242219616186
2021-01-22,1.409374402143588e-12,2.31011848866252e-12,5.7191109671035614e-12,3.74064040081539e-12,4.2082845038522206e-12,8.908171818799336e-12,0.0020521843210216375,1.840767555107368e-12,0.0,0.08235318641648774,0.23981719397327092,0.2603435282770705,1.187327696713388e-12,0.18152377230191086,0.23426584395972072,-0.0003557092788062277
2021-01-25,1.3962565581454407e-12,2.318757085680507e-12,5.719952036293055e-12,3.719271468470574e-12,4.222247279064898e-12,9.013496984702284e-12,0.0020632466006939,1.859025113690695e-12,0.0,0.08237393164451744,0.2422543382709964,0.2595683782365918,1.1763553804987817e-12,0.180616545637327,0.23348109938984077,-0.00035753980939254705
2021-01-26,1.4112046053965175e-12,2.391251200607179e-12,5.717405350169387e-12,3.7287796006416655e-12,4.250227627391618e-12,9.126520304083543e-12,0.0020860229657898867,1.907014225549959e-12,0.0,0.07992131237195166,0.2421286279577196,0.26638085253502514,1.1527792805111319e-12,0.17202982216279727,0.23781343502417632,-0.00036007304714513847
2021-01-27,1.42888353699431e-12,2.389058632424681e-12,5.714604717154758e-12,3.725237292038192e-12,4.299840519746991e-12,9.146902064670176e-12,0.0021217145768877748,1.848921547124607e-12,0.0,0.07934625048797915,0.24365273012579924,0.2667398217594465,1.1812374681957616e-12,0.16796169889502738,0.2405414585428192,-0.00036367441769401607
2021-01-28,1.4221853063288826e-12,2.4099023915446876e-12,5.628862291225743e-12,3.702361212661034e-12,4.1644327132319105e-12,8.77980162540347e-12,0.0021249953450476135,1.830817265709523e-12,0.0,0.07690537901471672,0.2433376605185218,0.27250489137075035,1.178540942423419e-12,0.1671964386742465,0.23829063395060446,-0.00035999890300424906
